activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2018,5493000OIGWIS24A1547,19740,CO,08059,08059010306,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,32,1,1,2,2,365000.0,NA,5.152,NA,2,NA,NA,NA,NA,NA,NA,NA,12,2,2,2,2,365000,1,1,3,5,1,NA,0,<20%,9,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,>74,9999,Yes,NA,1,1,6,,,,,10,,,,2897,19.3000000000000007,89900,103,741,960,48
2018,5493000OIGWIS24A1547,19740,CO,08059,08059011000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,1,1,1,2,2,2,505000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,2,3,5,1,NA,0,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,1,,,,,10,,,,5877,31.1900000000000013,89900,83,1084,1668,57
2018,5493000OIGWIS24A1547,19740,CO,08059,08059010209,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Joint,White,Joint,1,71,2,3,1,1,2,2,2,265000.0,NA,4.5,0.379,2,12868.47,NA,1375.0,,355.61,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,0,30%-<36%,9,3,2,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,>74,Yes,Yes,1,1,1,,,,,10,,,,6131,31.8999999999999986,89900,79,1798,2065,37
2018,5493000OIGWIS24A1547,19740,CO,08059,08059009848,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,32,1,2,2,2,285000.0,NA,5.5,1.139,2,5423.17,NA,3699.92,2379.92,,360,NA,NA,2,2,2,2,355000,1,1,3,5,1,NA,0,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,1,1,1,,,,,10,,,,2393,7.90000000000000036,89900,149,677,930,30
2018,5493000OIGWIS24A1547,39460,FL,12015,12015020104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,125000.0,NA,4.375,0.567,3,3041.47,NA,888.97,13.97,8.5,180,NA,NA,2,2,2,2,225000,1,2,3,5,1,NA,0,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,Yes,2,1,1,,,,,10,,,,2332,9.48000000000000043,58300,119,970,1457,12
2018,5493000OIGWIS24A1547,13740,MT,30111,30111000600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,195000.0,NA,4.25,0.268,2,4235.87,NA,1881.72,685.71,,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,0,41,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,3303,7.95999999999999996,71000,121,802,1072,61
2018,5493000OIGWIS24A1547,19740,CO,08035,08035014110,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,1,1,1,2,2,2,245000.0,NA,5.0,0.738,2,5503.57,NA,3565.32,2245.32,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,0,39,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5481,16.2600000000000016,89900,96,1352,1434,22
2018,5493000OIGWIS24A1547,19740,CO,08059,08059009833,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,235000.0,NA,5.125,0.657,2,3652.87,NA,1598.62,278.62,,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,0,44,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,2,,,,,10,,,,5937,24.0899999999999999,89900,110,1795,1930,39
2018,5493000OIGWIS24A1547,19740,CO,08059,08059011721,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,385000.0,NA,4.75,0.129,2,3343.8,NA,2121.8,801.8,,360,NA,NA,2,2,2,2,475000,1,1,3,5,1,NA,0,30%-<36%,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,2755,10.7400000000000002,89900,138,877,947,40
2018,5493000OIGWIS24A1547,19740,CO,08059,08059012057,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,235000.0,101.409,5.125,1.697,2,10256.88,NA,3607.05,,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,0,49,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5961,13.8699999999999992,89900,135,1975,1812,21
2018,5493000OIGWIS24A1547,10740,NM,35001,35001004728,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,225000.0,NA,4.625,1.191,2,7419.53,NA,1566.11,571.11,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,0,50%-60%,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,5167,50.490000000000002,65000,137,1497,1891,24
2018,5493000OIGWIS24A1547,19740,CO,08059,08059011100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,175000.0,NA,4.75,0.414,2,3750.25,NA,1320.0,,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,0,45,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,2,,,,,10,,,,6106,35.5900000000000034,89900,71,1224,1665,53
2018,5493000OIGWIS24A1547,19740,CO,08031,08031012014,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,335000.0,NA,4.75,0.521,2,4775.3,NA,2971.55,1651.55,3.25,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,0,40,2,10,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,55-64,No,Yes,1,1,2,,,,,10,,,,6321,31.2100000000000009,89900,89,1671,1673,29
2018,5493000OIGWIS24A1547,99999,MT,30035,30035976000,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,American Indian or Alaska Native,Female,1,71,2,4,1,1,2,2,2,75000.0,NA,4.0,0.05,2,3735.54,NA,1220.0,,161.4,360,NA,NA,2,2,2,2,75000,1,1,3,5,1,NA,0,20%-<30%,1,10,2,,,,,5,,,,,2,4,1,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,1,4,,,,,10,,,,3500,28.1099999999999994,66700,97,727,1299,58
2018,5493000OIGWIS24A1547,17820,CO,08041,08041004510,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,32,1,2,2,2,285000.0,NA,4.75,0.23,2,2866.34,NA,976.19,101.19,,360,NA,NA,2,2,2,2,295000,1,1,3,5,1,NA,0,42,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,1,,,,,10,,,,7969,36.6000000000000014,77900,100,1729,2745,12
2018,5493000OIGWIS24A1547,17820,CO,08041,08041005104,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,3,1,1,2,2,2,345000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,0,45,9,3,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,1,1,,,,,3,,,,7728,27.4600000000000009,77900,109,2111,2730,12
2018,5493000OIGWIS24A1547,17820,CO,08041,08041004503,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,245000.0,NA,4.75,0.487,2,10316.88,NA,1075.13,,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,0,47,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,13088,41.0600000000000023,77900,89,2962,4293,14
2018,5493000OIGWIS24A1547,24540,CO,08123,08123001600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,2,2,2,1,1,2,2,2,315000.0,NA,5.0,1.396,2,9560.53,NA,1784.16,464.16,,360,NA,NA,2,2,2,2,335000,1,1,3,5,1,NA,0,30%-<36%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,4740,25.379999999999999,82400,111,1161,1772,34
2018,5493000OIGWIS24A1547,19740,CO,08035,08035014114,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,4,0,2,3,32,1,2,2,2,415000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,0,NA,9,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,10,,,,3501,20.6799999999999997,89900,108,939,1066,37
2018,5493000OIGWIS24A1547,17820,CO,08041,08041007500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,2,2,375000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,365000,1,1,3,5,1,NA,0,44,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,9,,,,7927,6.98000000000000043,77900,172,2696,2928,19
2018,5493000OIGWIS24A1547,35840,FL,12081,12081002007,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,195000.0,NA,4.875,0.431,3,3336.05,NA,875.0,,70.2,360,NA,NA,2,2,2,2,265000,1,2,3,5,1,NA,0,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,5947,12.0399999999999991,70300,155,2065,2663,11
2018,JJKC32MCHWDI71265Z06,16740,NC,37071,37071031202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,2,0,2,1,31,1,2,1,2,75000.0,54.55,5.14,-0.04,3,NA,NA,NA,NA,NA,300,NA,1,2,2,2,2,135000,1,1,3,5,1,NA,24,38,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,1,1,6,,,,,10,,,,2317,15.0199999999999996,71300,85,379,670,53
2018,5493000OIGWIS24A1547,19740,CO,08019,08019014800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,305000.0,101.409,5.375,1.974,2,11646.31,NA,4359.75,,,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,0,41,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,1850,16.9699999999999989,89900,70,510,819,76
2018,5493000OIGWIS24A1547,24540,CO,08123,08123001405,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,1,31,1,2,2,2,5000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,0,NA,9,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,4190,40.9500000000000028,82400,71,763,1114,11
2018,5493000OIGWIS24A1547,24500,MT,30013,30013010600,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,4,1,1,2,2,2,115000.0,NA,4.0,0.027,2,4979.92,NA,1611.11,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,0,41,9,3,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,6,,,,,10,,,,3616,7.26999999999999957,62800,115,1214,2109,44
2018,5493000OIGWIS24A1547,19740,CO,08059,08059010604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,31,1,2,2,2,105000.0,NA,4.875,0.419,2,3072.0,NA,1320.0,,47.5,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,0,<20%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,Yes,NA,1,1,1,,,,,10,,,,2374,34.5399999999999991,89900,68,548,995,59
2018,5493000OIGWIS24A1547,13740,MT,30111,30111001401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,295000.0,NA,4.625,1.056,2,9074.9,NA,875.0,,1800.85,360,NA,NA,2,2,2,2,315000,1,1,3,5,1,NA,0,36,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,11083,6.19000000000000039,71000,108,3267,4040,21
2018,5493000OIGWIS24A1547,19740,CO,08001,08001008505,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,285000.0,NA,4.875,0.725,2,2745.0,NA,875.0,,2536.5,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,0,45,3,10,1,,,,,1,11,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,<25,55-64,No,No,2,1,1,,,,,10,,,,6989,33.4399999999999977,89900,79,1984,2457,51
2018,5493000OIGWIS24A1547,10740,NM,35043,35043010722,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,155000.0,NA,4.625,0.013,2,1759.25,NA,0.0,148.52,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,0,36,3,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5380,56.9699999999999989,65000,112,1409,1826,11
2018,5493000OIGWIS24A1547,99999,CO,08029,08029964900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,1,1,2,2,2,235000.0,NA,4.875,1.378,2,6684.56,NA,1320.0,,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,0,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,5402,19.8599999999999994,67300,86,1572,2331,27
2018,5493000OIGWIS24A1547,16300,IA,19113,19113010600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,32,1,2,2,2,185000.0,NA,4.375,0.731,2,8698.07,NA,4230.22,3730.22,,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,0,20%-<30%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,6229,2.56999999999999984,80800,121,2022,2222,26
2018,5493000OIGWIS24A1547,19740,CO,08001,08001009322,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,2,1,1,2,2,2,255000.0,101.409,5.375,2.008,2,10782.25,NA,3829.0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,0,48,1,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,4294,48.8599999999999994,89900,66,1199,1534,29
2018,5493000OIGWIS24A1547,13740,MT,30111,30111001703,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,1,1,1,2,2,2,135000.0,101.85,5.125,1.181,2,5656.44,NA,3306.59,,56.0,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,0,44,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,5773,12.4000000000000004,71000,91,1618,1953,26
2018,5493000OIGWIS24A1547,19740,CO,08031,08031008389,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,4,0,2,2,1,1,2,2,2,305000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,0,NA,9,9,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,9513,75.0799999999999983,89900,110,2290,2679,10
2018,5493000OIGWIS24A1547,19740,CO,08005,08005006000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,1,1,1,2,2,2,475000.0,NA,4.625,0.18,2,4739.65,NA,3152.65,1832.65,,360,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,0,37,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,2714,22.7699999999999996,89900,55,610,945,57
2018,5493000OIGWIS24A1547,10740,NM,35001,35001000601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,71,2,2,1,1,2,2,2,175000.0,100.383,4.75,1.263,2,6098.75,NA,1863.5,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,0,42,1,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3644,44.8999999999999986,65000,98,917,1301,52
2018,5493000OIGWIS24A1547,19740,CO,08031,08031005102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,435000.0,NA,4.75,0.408,2,3427.0,NA,1320.0,,2062.94,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,0,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,1,1,1,,,,,10,,,,3537,23.4100000000000001,89900,91,1012,1365,58
2018,5493000OIGWIS24A1547,19740,CO,08039,08039961207,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,365000.0,101.409,5.5,2.034,2,14297.88,NA,4557.07,,,360,NA,NA,2,2,2,2,375000,2,1,1,1,1,NA,0,49,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,35-44,No,No,2,1,1,,,,,10,,,,3848,6.67999999999999972,89900,134,1155,1433,22
2018,5493000OIGWIS24A1547,10740,NM,35043,35043010717,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,1,1,2,2,2,2,205000.0,99.382,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,205000,1,1,3,5,1,NA,0,43,9,1,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,8888,No,NA,1,1,6,,,,,3,,,,9462,50.4299999999999997,65000,134,2421,3077,12
2018,5493000OIGWIS24A1547,19740,CO,08005,08005086300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,1,1,1,2,2,2,235000.0,NA,4.875,0.371,2,4544.71,NA,1425.71,105.71,,360,NA,NA,2,2,2,2,325000,1,1,3,5,1,NA,0,48,3,10,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,55-64,No,Yes,1,1,1,,,,,10,,,,4215,36.6099999999999994,89900,86,810,888,12
2018,5493000OIGWIS24A1547,17820,CO,08041,08041007500,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,32,1,2,2,2,415000.0,NA,5.375,1.091,2,16622.5,NA,1320.0,,750.0,360,NA,NA,2,2,2,2,405000,1,1,3,5,1,NA,0,46,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,1,,,,,10,,,,7927,6.98000000000000043,77900,172,2696,2928,19
2018,5493000OIGWIS24A1547,17820,CO,08041,08041007300,NC,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,6,2,3,1,1,2,2,2,585000.0,NA,4.625,0.101,2,3855.0,NA,2000.2,1125.2,,360,NA,NA,2,2,2,2,685000,1,1,3,5,1,NA,0,20%-<30%,9,1,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,2,1,1,,,,,10,,,,9647,15.6600000000000001,77900,181,2887,3399,14
2018,5493000OIGWIS24A1547,19740,CO,08031,08031015300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,1,2,2,2,185000.0,101.85,5.125,1.034,2,5673.7,NA,3363.0,,101.45,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,0,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,1,1,1,,,,,10,,,,3702,33.9799999999999969,89900,75,555,636,40
2018,5493000OIGWIS24A1547,99999,MT,30105,30105100500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,1,1,2,2,2,2,5000.0,100.0,NA,0.709,2,175.0,NA,100.0,,,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,0,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,<25,9999,No,NA,2,1,6,,,,,10,,,,2839,12.0800000000000001,66700,95,741,1295,57
2018,5493000OIGWIS24A1547,99999,CO,08029,08029964700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,1,71,2,2,1,1,2,2,2,105000.0,NA,5.125,1.385,2,5088.5,NA,1320.0,,,360,NA,NA,2,2,2,2,225000,1,1,3,5,1,NA,0,45,1,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,>74,9999,Yes,NA,1,1,1,,,,,10,,,,3876,12.4600000000000009,67300,95,1343,1851,37
2018,5493000OIGWIS24A1547,19740,CO,08005,08005085800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,185000.0,101.409,5.125,1.733,2,8770.73,NA,3119.72,,1831.21,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,0,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,1,1,1,,,,,10,,,,1686,18.9200000000000017,89900,104,493,555,27
2018,5493000OIGWIS24A1547,13740,MT,30111,30111000704,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,1,1,2,2,2,135000.0,NA,4.625,1.139,2,5945.95,NA,1375.0,,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,0,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,1,,,,,10,,,,4184,14.3200000000000003,71000,116,1178,1370,36
2018,5493000OIGWIS24A1547,26980,IA,19103,19103010200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,245000.0,NA,5.25,1.769,2,6994.85,NA,1273.23,773.23,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,0,30%-<36%,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,35-44,25-34,No,No,1,1,1,,,,,10,,,,4952,5.38999999999999968,85400,122,1686,1930,37
2018,5493000OIGWIS24A1547,17820,CO,08041,08041005105,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Female,4,0,2,1,1,1,2,2,2,145000.0,NA,NA,NA,3,NA,NA,NA,NA,NA,240,NA,NA,2,2,2,2,NA,1,1,3,5,1,NA,0,NA,9,9,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,1,1,6,,,,,10,,,,7171,24.3999999999999986,77900,120,1572,2058,19
